Date,Dernier,Ouv., Plus Haut,Plus Bas
04/05/2012,1.3083,1.3152,1.318,1.3079
07/05/2012,1.3054,1.303,1.3067,1.2957
08/05/2012,1.3003,1.3058,1.3066,1.2982
09/05/2012,1.2933,1.2999,1.3005,1.291
10/05/2012,1.2936,1.2931,1.298,1.2923
11/05/2012,1.2917,1.2933,1.2959,1.2905
14/05/2012,1.2826,1.2882,1.2905,1.282
15/05/2012,1.2731,1.2824,1.287,1.2721
16/05/2012,1.2716,1.2732,1.276,1.268
17/05/2012,1.2694,1.2716,1.275,1.2666
18/05/2012,1.2783,1.2685,1.2795,1.2641
21/05/2012,1.2814,1.2784,1.2827,1.2726
22/05/2012,1.2684,1.2814,1.2819,1.2658
23/05/2012,1.2586,1.2687,1.2689,1.2546
24/05/2012,1.2536,1.259,1.262,1.2515
25/05/2012,1.2517,1.2541,1.2604,1.2497
28/05/2012,1.2542,1.2567,1.2626,1.2525
29/05/2012,1.2498,1.2542,1.2576,1.2463
30/05/2012,1.237,1.2485,1.2494,1.2361
31/05/2012,1.2359,1.2367,1.243,1.2338
01/06/2012,1.2435,1.2361,1.2458,1.2288
04/06/2012,1.2498,1.2433,1.2511,1.2386
05/06/2012,1.2454,1.2494,1.2543,1.241
06/06/2012,1.2572,1.2452,1.2586,1.2439
07/06/2012,1.2562,1.2579,1.2627,1.254
08/06/2012,1.2517,1.2563,1.2576,1.2435
11/06/2012,1.2475,1.2658,1.2668,1.2471
12/06/2012,1.2513,1.2466,1.253,1.2441
13/06/2012,1.2556,1.2506,1.2611,1.2473
14/06/2012,1.2631,1.2565,1.2638,1.2542
15/06/2012,1.2638,1.2628,1.2666,1.2592
18/06/2012,1.2576,1.2721,1.2748,1.2557
19/06/2012,1.2688,1.2575,1.2731,1.2568
20/06/2012,1.2704,1.2687,1.2744,1.2637
21/06/2012,1.2544,1.2706,1.2706,1.2531
22/06/2012,1.257,1.2548,1.2585,1.252
25/06/2012,1.2505,1.2553,1.2559,1.2471
26/06/2012,1.249,1.2502,1.2531,1.2442
27/06/2012,1.247,1.2492,1.2511,1.2445
28/06/2012,1.244,1.2471,1.2526,1.2407
29/06/2012,1.266,1.2441,1.2694,1.2434
02/07/2012,1.2586,1.2671,1.2673,1.2567
03/07/2012,1.2607,1.2584,1.263,1.2559
04/07/2012,1.2523,1.2605,1.2607,1.2507
05/07/2012,1.2393,1.2527,1.2539,1.2363
06/07/2012,1.2288,1.2392,1.2403,1.226
09/07/2012,1.2319,1.2271,1.2325,1.2256
10/07/2012,1.2252,1.2317,1.2336,1.2235
11/07/2012,1.2239,1.2252,1.2298,1.2213
12/07/2012,1.2198,1.2239,1.225,1.2167
13/07/2012,1.2252,1.2197,1.2258,1.2161
16/07/2012,1.2273,1.2255,1.2291,1.2174
17/07/2012,1.2294,1.2273,1.2317,1.2188
18/07/2012,1.2284,1.2296,1.2307,1.2216
19/07/2012,1.228,1.2284,1.2322,1.2228
20/07/2012,1.2157,1.2279,1.2283,1.2144
23/07/2012,1.2115,1.2119,1.2146,1.2069
24/07/2012,1.206,1.2116,1.2138,1.2041
25/07/2012,1.2159,1.206,1.2172,1.2052
26/07/2012,1.2283,1.2159,1.233,1.2117
27/07/2012,1.2319,1.2283,1.239,1.2241
30/07/2012,1.226,1.234,1.234,1.2224
31/07/2012,1.2304,1.2262,1.233,1.2247
01/08/2012,1.2226,1.2304,1.2338,1.2218
02/08/2012,1.218,1.2224,1.2405,1.2132
03/08/2012,1.2387,1.218,1.2394,1.2166
06/08/2012,1.2401,1.2379,1.2444,1.2341
07/08/2012,1.2401,1.2401,1.2442,1.2375
08/08/2012,1.2365,1.2401,1.2403,1.2327
09/08/2012,1.2306,1.2367,1.2388,1.2266
10/08/2012,1.229,1.2306,1.2317,1.2239
13/08/2012,1.2332,1.228,1.2374,1.226
14/08/2012,1.2322,1.2332,1.2386,1.2316
15/08/2012,1.2289,1.2322,1.2344,1.2263
16/08/2012,1.2355,1.2292,1.2374,1.2256
17/08/2012,1.2334,1.2355,1.2382,1.2288
20/08/2012,1.2344,1.2344,1.2369,1.2294
21/08/2012,1.2472,1.2347,1.249,1.2342
22/08/2012,1.2528,1.2473,1.254,1.2431
23/08/2012,1.2564,1.2528,1.2591,1.2524
24/08/2012,1.2513,1.2563,1.2569,1.2483
27/08/2012,1.25,1.2511,1.2536,1.2489
28/08/2012,1.2565,1.2498,1.2576,1.2464
29/08/2012,1.2529,1.2565,1.2574,1.2517
30/08/2012,1.2506,1.2531,1.2565,1.2488
31/08/2012,1.2577,1.2506,1.2638,1.2493
03/09/2012,1.2594,1.2567,1.2611,1.2556
04/09/2012,1.2567,1.2593,1.263,1.2557
05/09/2012,1.2601,1.2567,1.2626,1.2502
06/09/2012,1.2631,1.2603,1.2652,1.2562
07/09/2012,1.2816,1.2631,1.2818,1.2626
10/09/2012,1.2759,1.2807,1.2813,1.2755
11/09/2012,1.2855,1.2757,1.2872,1.2754
12/09/2012,1.29,1.2855,1.2937,1.2816
13/09/2012,1.2989,1.29,1.3002,1.2857
14/09/2012,1.3127,1.299,1.3171,1.298
17/09/2012,1.3117,1.3127,1.317,1.3083
18/09/2012,1.3048,1.3118,1.3122,1.3028
19/09/2012,1.3048,1.3046,1.3086,1.2992
20/09/2012,1.2969,1.3049,1.306,1.292
21/09/2012,1.298,1.2969,1.3047,1.2954
24/09/2012,1.2931,1.2981,1.299,1.289
25/09/2012,1.29,1.2933,1.2973,1.2887
26/09/2012,1.2872,1.2899,1.2913,1.2835
27/09/2012,1.2914,1.2871,1.2929,1.2828
28/09/2012,1.2858,1.2912,1.2959,1.2837
01/10/2012,1.2889,1.2859,1.294,1.2803
02/10/2012,1.292,1.2888,1.2969,1.288
03/10/2012,1.2906,1.2919,1.2938,1.2877
04/10/2012,1.3018,1.2905,1.3032,1.2901
05/10/2012,1.3034,1.3018,1.3072,1.2993
08/10/2012,1.297,1.303,1.3036,1.2936
09/10/2012,1.2885,1.297,1.2991,1.2858
10/10/2012,1.2875,1.2885,1.2914,1.2835
11/10/2012,1.2927,1.2875,1.2954,1.2826
12/10/2012,1.295,1.2927,1.2992,1.2921
15/10/2012,1.295,1.2957,1.298,1.2891
16/10/2012,1.3054,1.295,1.3062,1.2943
17/10/2012,1.3119,1.3054,1.3141,1.3053
18/10/2012,1.3066,1.3119,1.3129,1.3055
19/10/2012,1.3022,1.3065,1.3078,1.3012
22/10/2012,1.306,1.3013,1.3085,1.3011
23/10/2012,1.2986,1.306,1.3077,1.2952
24/10/2012,1.2974,1.2986,1.2999,1.2921
25/10/2012,1.2934,1.2973,1.3024,1.2926
26/10/2012,1.2942,1.2934,1.2959,1.2883
29/10/2012,1.2904,1.2948,1.2967,1.2885
30/10/2012,1.2959,1.2904,1.2986,1.2887
31/10/2012,1.296,1.2961,1.3023,1.2946
01/11/2012,1.2942,1.2959,1.2982,1.2923
02/11/2012,1.2837,1.2942,1.2952,1.282
05/11/2012,1.2797,1.2812,1.2843,1.2767
06/11/2012,1.2814,1.2795,1.2828,1.2763
07/11/2012,1.2771,1.2813,1.2877,1.2735
08/11/2012,1.2747,1.2771,1.2782,1.2718
09/11/2012,1.2709,1.2747,1.279,1.2689
12/11/2012,1.271,1.2712,1.2742,1.2698
13/11/2012,1.2704,1.2709,1.2728,1.2662
14/11/2012,1.2736,1.2706,1.2778,1.27
15/11/2012,1.278,1.2736,1.2803,1.2717
16/11/2012,1.2744,1.278,1.2788,1.2689
19/11/2012,1.2813,1.2739,1.2822,1.2731
20/11/2012,1.2818,1.2813,1.283,1.2765
21/11/2012,1.2829,1.2817,1.2833,1.2734
22/11/2012,1.2883,1.2828,1.2902,1.2826
23/11/2012,1.2976,1.2883,1.2992,1.2868
26/11/2012,1.2973,1.2972,1.2985,1.2943
27/11/2012,1.2945,1.297,1.301,1.2915
28/11/2012,1.2953,1.2944,1.2956,1.288
29/11/2012,1.2978,1.2952,1.3014,1.2938
30/11/2012,1.2986,1.2978,1.3028,1.2969
03/12/2012,1.3054,1.2984,1.3077,1.2972
04/12/2012,1.3094,1.3053,1.3109,1.3045
05/12/2012,1.3068,1.3095,1.3128,1.3061
06/12/2012,1.2968,1.3068,1.3088,1.2949
07/12/2012,1.2927,1.2969,1.2974,1.2881
10/12/2012,1.2941,1.2901,1.2947,1.2879
11/12/2012,1.3006,1.2942,1.3016,1.2929
12/12/2012,1.3074,1.3007,1.3098,1.2994
13/12/2012,1.3078,1.3074,1.3102,1.3041
14/12/2012,1.3163,1.3079,1.3175,1.3067
17/12/2012,1.3165,1.319,1.3192,1.3144
18/12/2012,1.323,1.3164,1.3239,1.3155
19/12/2012,1.3228,1.323,1.331,1.3222
20/12/2012,1.3244,1.3228,1.3297,1.3189
21/12/2012,1.3188,1.3245,1.3255,1.3159
24/12/2012,1.3186,1.3188,1.3234,1.3167
25/12/2012,1.3183,1.3184,1.3208,1.317
26/12/2012,1.3224,1.3183,1.3255,1.317
27/12/2012,1.3236,1.3225,1.3285,1.3201
28/12/2012,1.3216,1.3236,1.3258,1.3167
31/12/2012,1.3196,1.3214,1.3236,1.3173
01/01/2013,1.3205,1.3194,1.322,1.318
02/01/2013,1.3186,1.3205,1.3302,1.3157
03/01/2013,1.3048,1.3187,1.3192,1.3046
04/01/2013,1.3069,1.3048,1.3091,1.2999
07/01/2013,1.3117,1.3072,1.3121,1.3018
08/01/2013,1.3083,1.3116,1.3142,1.3058
09/01/2013,1.3064,1.3081,1.3096,1.3037
10/01/2013,1.3271,1.3065,1.3273,1.3039
11/01/2013,1.3344,1.3272,1.3366,1.3248
14/01/2013,1.3383,1.334,1.3404,1.3334
15/01/2013,1.3304,1.3382,1.3394,1.3268
16/01/2013,1.329,1.3304,1.3325,1.3257
17/01/2013,1.3377,1.3291,1.339,1.3271
18/01/2013,1.3319,1.3377,1.3403,1.3281
21/01/2013,1.3314,1.3321,1.3333,1.33
22/01/2013,1.3321,1.3312,1.3373,1.3268
23/01/2013,1.3318,1.3321,1.3356,1.3265
24/01/2013,1.3376,1.3319,1.3394,1.3287
25/01/2013,1.3462,1.3377,1.3481,1.335
28/01/2013,1.3456,1.3464,1.3478,1.3424
29/01/2013,1.3493,1.3455,1.3498,1.3415
30/01/2013,1.3568,1.3491,1.3588,1.3481
31/01/2013,1.3579,1.3567,1.3594,1.354
01/02/2013,1.364,1.3577,1.3712,1.3572
04/02/2013,1.3514,1.3642,1.3659,1.3504
05/02/2013,1.3584,1.3514,1.3599,1.3459
06/02/2013,1.3523,1.3584,1.3598,1.3495
07/02/2013,1.3396,1.3521,1.3577,1.3369
08/02/2013,1.3365,1.3398,1.3431,1.3354
11/02/2013,1.3407,1.3359,1.3428,1.3325
12/02/2013,1.3454,1.3406,1.3476,1.3365
13/02/2013,1.3453,1.3453,1.3521,1.3426
14/02/2013,1.3361,1.3451,1.3456,1.3314
15/02/2013,1.3363,1.3363,1.3394,1.3306
18/02/2013,1.3352,1.3357,1.3377,1.3321
19/02/2013,1.3388,1.3352,1.3397,1.3329
20/02/2013,1.3281,1.3387,1.3434,1.327
21/02/2013,1.3189,1.3283,1.3291,1.3161
22/02/2013,1.319,1.319,1.3247,1.3146
25/02/2013,1.3062,1.3175,1.3319,1.3047
26/02/2013,1.3062,1.3062,1.3121,1.3018
27/02/2013,1.3139,1.306,1.3148,1.3041
28/02/2013,1.3056,1.3138,1.3163,1.3051
01/03/2013,1.3022,1.3055,1.3102,1.2967
04/03/2013,1.3026,1.3018,1.3032,1.2982
05/03/2013,1.3051,1.3026,1.3077,1.3009
06/03/2013,1.2967,1.3053,1.3072,1.2963
07/03/2013,1.3106,1.2967,1.3121,1.2967
08/03/2013,1.3006,1.3107,1.3136,1.2957
11/03/2013,1.3045,1.2999,1.3054,1.298
12/03/2013,1.3034,1.3044,1.3076,1.2992
13/03/2013,1.2961,1.3034,1.3065,1.2923
14/03/2013,1.3005,1.2961,1.3033,1.2911
15/03/2013,1.3076,1.3005,1.3109,1.2999
18/03/2013,1.2956,1.2959,1.2997,1.2882
19/03/2013,1.2883,1.2957,1.2971,1.2845
20/03/2013,1.2933,1.2881,1.2978,1.2854
21/03/2013,1.2898,1.2932,1.2956,1.288
22/03/2013,1.2988,1.2898,1.3011,1.2889
25/03/2013,1.2852,1.2972,1.3049,1.283
26/03/2013,1.2861,1.2852,1.289,1.2828
27/03/2013,1.278,1.2862,1.2868,1.275
28/03/2013,1.2816,1.278,1.2845,1.2755
29/03/2013,1.282,1.2816,1.2839,1.2793
01/04/2013,1.2849,1.2814,1.2868,1.2771
02/04/2013,1.282,1.2847,1.2879,1.2809
03/04/2013,1.2851,1.282,1.2865,1.279
04/04/2013,1.2936,1.2849,1.295,1.2746
05/04/2013,1.299,1.2936,1.3041,1.29
08/04/2013,1.3009,1.2975,1.3039,1.2963
09/04/2013,1.3082,1.3008,1.3104,1.3004
10/04/2013,1.307,1.3082,1.3123,1.3052
11/04/2013,1.3103,1.3069,1.3139,1.3044
12/04/2013,1.3112,1.3098,1.3127,1.3037
15/04/2013,1.3036,1.3134,1.3135,1.3023
16/04/2013,1.3178,1.3034,1.3203,1.3028
17/04/2013,1.303,1.3177,1.3203,1.3003
18/04/2013,1.3052,1.3031,1.3098,1.3022
19/04/2013,1.3052,1.305,1.3129,1.3046
22/04/2013,1.3067,1.3079,1.3094,1.3015
23/04/2013,1.2999,1.3066,1.3085,1.2973
24/04/2013,1.3016,1.2998,1.3035,1.2955
25/04/2013,1.3013,1.3013,1.3094,1.2989
26/04/2013,1.3028,1.3013,1.3049,1.2992
29/04/2013,1.31,1.3032,1.3117,1.3028
30/04/2013,1.3167,1.3098,1.3186,1.3056
01/05/2013,1.318,1.3169,1.3245,1.3161
02/05/2013,1.3064,1.318,1.3216,1.3037
03/05/2013,1.3115,1.3065,1.316,1.3035
06/05/2013,1.3076,1.3115,1.3143,1.3054
07/05/2013,1.3079,1.3075,1.3133,1.3068
08/05/2013,1.3152,1.3079,1.3196,1.3072
09/05/2013,1.3043,1.3154,1.318,1.3011
10/05/2013,1.2993,1.3042,1.3051,1.2936
13/05/2013,1.2976,1.2957,1.2999,1.2942
14/05/2013,1.292,1.2976,1.303,1.2916
15/05/2013,1.2887,1.2919,1.2943,1.2843
16/05/2013,1.2882,1.2886,1.293,1.2846
17/05/2013,1.2839,1.2881,1.289,1.2796
20/05/2013,1.2883,1.2811,1.2902,1.2803
21/05/2013,1.2906,1.2883,1.2934,1.2841
22/05/2013,1.2858,1.2906,1.3,1.2833
23/05/2013,1.2936,1.2857,1.2956,1.2821
24/05/2013,1.2932,1.2938,1.2998,1.2906
27/05/2013,1.2932,1.2928,1.2951,1.2917
28/05/2013,1.2856,1.2929,1.2951,1.2849
29/05/2013,1.2941,1.2857,1.298,1.284
30/05/2013,1.305,1.294,1.3063,1.2934
31/05/2013,1.2999,1.3053,1.3063,1.2947
03/06/2013,1.3076,1.2983,1.3108,1.2955
04/06/2013,1.3081,1.3077,1.3104,1.3043
05/06/2013,1.3094,1.3081,1.3115,1.3053
06/06/2013,1.3247,1.3095,1.3306,1.3075
07/06/2013,1.3223,1.3246,1.3285,1.3191
10/06/2013,1.3257,1.3207,1.327,1.3177
11/06/2013,1.3315,1.3257,1.3318,1.3232
12/06/2013,1.3337,1.3314,1.3361,1.3266
13/06/2013,1.3375,1.3336,1.3391,1.3278
14/06/2013,1.3347,1.3375,1.3376,1.3294
17/06/2013,1.3369,1.3342,1.3382,1.3317
18/06/2013,1.3394,1.3368,1.3416,1.3325
19/06/2013,1.3295,1.3392,1.3415,1.326
20/06/2013,1.322,1.3296,1.3303,1.3163
21/06/2013,1.3123,1.3219,1.3254,1.3099
24/06/2013,1.3119,1.3117,1.3146,1.306
25/06/2013,1.3085,1.3118,1.3151,1.3064
26/06/2013,1.3012,1.3081,1.3088,1.2984
27/06/2013,1.3037,1.3013,1.3058,1.3001
28/06/2013,1.301,1.3037,1.3105,1.2992
01/07/2013,1.3064,1.3006,1.3067,1.3001
02/07/2013,1.2979,1.3065,1.308,1.2964
03/07/2013,1.3009,1.2978,1.3032,1.2923
04/07/2013,1.2913,1.3009,1.3024,1.2883
05/07/2013,1.2832,1.2913,1.2918,1.2807
08/07/2013,1.287,1.2825,1.2883,1.2809
09/07/2013,1.2781,1.287,1.2899,1.2755
10/07/2013,1.2976,1.2781,1.2985,1.2765
11/07/2013,1.3096,1.298,1.3204,1.2965
12/07/2013,1.3068,1.3097,1.3103,1.3
15/07/2013,1.3062,1.3066,1.3085,1.2994
16/07/2013,1.3162,1.3062,1.3175,1.3052
17/07/2013,1.3125,1.3161,1.3177,1.3084
18/07/2013,1.311,1.3125,1.3128,1.3066
19/07/2013,1.3142,1.311,1.3154,1.3087
22/07/2013,1.3186,1.3142,1.322,1.3131
23/07/2013,1.3224,1.3186,1.3241,1.3165
24/07/2013,1.3201,1.3222,1.3256,1.3176
25/07/2013,1.3277,1.3199,1.3296,1.3165
26/07/2013,1.3279,1.3277,1.3297,1.3252
29/07/2013,1.3262,1.3276,1.3297,1.3241
30/07/2013,1.3263,1.3262,1.3302,1.3234
31/07/2013,1.3302,1.3264,1.3346,1.3215
01/08/2013,1.3207,1.3301,1.3311,1.3197
02/08/2013,1.3283,1.3207,1.3295,1.319
05/08/2013,1.3258,1.3274,1.3302,1.3232
06/08/2013,1.3306,1.3258,1.3325,1.3245
07/08/2013,1.3337,1.3307,1.3347,1.3266
08/08/2013,1.3382,1.3338,1.3403,1.3329
09/08/2013,1.3343,1.338,1.3391,1.3333
12/08/2013,1.33,1.334,1.3346,1.3278
13/08/2013,1.3262,1.3299,1.3317,1.3233
14/08/2013,1.3256,1.3262,1.3279,1.3239
15/08/2013,1.3348,1.3256,1.3365,1.3207
16/08/2013,1.3329,1.3346,1.338,1.331
19/08/2013,1.3335,1.3328,1.3376,1.3316
20/08/2013,1.3417,1.3336,1.3453,1.3323
21/08/2013,1.3357,1.3416,1.3428,1.3335
22/08/2013,1.3356,1.3355,1.3375,1.3299
23/08/2013,1.3382,1.3356,1.341,1.3333
26/08/2013,1.3369,1.3382,1.3394,1.3356
27/08/2013,1.3393,1.3368,1.34,1.3324
28/08/2013,1.334,1.3393,1.3399,1.3306
29/08/2013,1.3241,1.3339,1.3344,1.3219
30/08/2013,1.3222,1.3243,1.3256,1.3175
02/09/2013,1.3192,1.3234,1.3238,1.3184
03/09/2013,1.317,1.3191,1.3198,1.3138
04/09/2013,1.3209,1.3171,1.322,1.3156
05/09/2013,1.312,1.3207,1.3223,1.311
06/09/2013,1.318,1.3119,1.3189,1.3104
09/09/2013,1.3255,1.3169,1.3281,1.3159
10/09/2013,1.3268,1.3255,1.3276,1.323
11/09/2013,1.3312,1.327,1.3327,1.3245
12/09/2013,1.3299,1.331,1.3326,1.3261
13/09/2013,1.3294,1.3299,1.3323,1.3255
16/09/2013,1.3334,1.3306,1.3386,1.3296
17/09/2013,1.3359,1.3334,1.3371,1.3326
18/09/2013,1.3522,1.3359,1.3542,1.3338
19/09/2013,1.353,1.3521,1.3569,1.35
20/09/2013,1.3524,1.3531,1.355,1.3498
23/09/2013,1.3493,1.3546,1.3556,1.3479
24/09/2013,1.3474,1.3493,1.3519,1.3464
25/09/2013,1.3526,1.3473,1.3538,1.3461
26/09/2013,1.3489,1.3526,1.3529,1.3471
27/09/2013,1.3522,1.3487,1.3565,1.3473
30/09/2013,1.3526,1.348,1.3557,1.3468
01/10/2013,1.3526,1.3528,1.359,1.3517
02/10/2013,1.3579,1.3527,1.3609,1.3509
03/10/2013,1.3618,1.3577,1.3646,1.3576
04/10/2013,1.3558,1.3618,1.3632,1.3538
07/10/2013,1.3582,1.3556,1.3592,1.3542
08/10/2013,1.3573,1.3583,1.3609,1.3558
09/10/2013,1.3524,1.3573,1.3605,1.3486
10/10/2013,1.352,1.3524,1.3546,1.3488
11/10/2013,1.3542,1.3519,1.3582,1.3517
14/10/2013,1.3561,1.3544,1.3598,1.3542
15/10/2013,1.3523,1.3561,1.3571,1.3479
16/10/2013,1.3535,1.3523,1.3567,1.3472
17/10/2013,1.3676,1.3535,1.3681,1.3514
18/10/2013,1.3685,1.3674,1.3704,1.3659
21/10/2013,1.3683,1.3687,1.3691,1.3651
22/10/2013,1.3781,1.3683,1.3794,1.3662
23/10/2013,1.3777,1.3784,1.3794,1.3741
24/10/2013,1.38,1.3776,1.3826,1.3764
25/10/2013,1.3805,1.3801,1.3833,1.3774
28/10/2013,1.3784,1.3803,1.3817,1.3775
29/10/2013,1.3746,1.3784,1.3813,1.3735
30/10/2013,1.3736,1.3745,1.3785,1.3696
31/10/2013,1.3584,1.3737,1.374,1.3577
01/11/2013,1.3487,1.3584,1.3592,1.3481
04/11/2013,1.3516,1.3489,1.3527,1.3443
05/11/2013,1.3474,1.3514,1.3523,1.3449
06/11/2013,1.3512,1.3476,1.355,1.3468
07/11/2013,1.342,1.3514,1.3529,1.3296
08/11/2013,1.3371,1.342,1.3439,1.3317
11/11/2013,1.3407,1.3361,1.3417,1.3344
12/11/2013,1.3436,1.3407,1.3457,1.3359
13/11/2013,1.3487,1.3436,1.3497,1.3392
14/11/2013,1.3459,1.3489,1.3499,1.3419
15/11/2013,1.3495,1.3458,1.3506,1.3432
18/11/2013,1.3505,1.3502,1.3543,1.3475
19/11/2013,1.3539,1.3505,1.3549,1.3488
20/11/2013,1.3439,1.3539,1.3579,1.3417
21/11/2013,1.3482,1.344,1.3487,1.3399
22/11/2013,1.3558,1.3482,1.3558,1.3462
25/11/2013,1.3516,1.355,1.3561,1.3491
26/11/2013,1.3572,1.3517,1.3575,1.3514
27/11/2013,1.3579,1.3571,1.3613,1.3557
28/11/2013,1.3605,1.358,1.3619,1.3563
29/11/2013,1.359,1.3605,1.3622,1.3579
02/12/2013,1.3542,1.359,1.3617,1.3525
03/12/2013,1.359,1.354,1.3613,1.3523
04/12/2013,1.3594,1.3589,1.3605,1.3528
05/12/2013,1.3668,1.3594,1.3678,1.3542
06/12/2013,1.3706,1.3668,1.3708,1.363
09/12/2013,1.3739,1.372,1.3747,1.3694
10/12/2013,1.3761,1.3738,1.3797,1.3733
11/12/2013,1.3786,1.376,1.3811,1.3739
12/12/2013,1.3755,1.3787,1.3804,1.3736
13/12/2013,1.3743,1.3755,1.3771,1.371
16/12/2013,1.3761,1.374,1.3799,1.3724
17/12/2013,1.3768,1.3762,1.3784,1.3724
18/12/2013,1.3685,1.377,1.3813,1.3675
19/12/2013,1.3663,1.3685,1.3695,1.3649
20/12/2013,1.3672,1.3662,1.371,1.3624
23/12/2013,1.3696,1.367,1.3717,1.3666
24/12/2013,1.3684,1.3697,1.3704,1.3655
25/12/2013,1.368,1.3684,1.371,1.3661
26/12/2013,1.3691,1.3679,1.3702,1.3662
27/12/2013,1.3742,1.3692,1.3893,1.3686
30/12/2013,1.3805,1.3744,1.3821,1.3729
31/12/2013,1.3746,1.3803,1.3813,1.3742
01/01/2014,1.3754,1.3742,1.3769,1.3742
02/01/2014,1.3672,1.3756,1.3777,1.363
03/01/2014,1.3588,1.3672,1.3674,1.3582
06/01/2014,1.3628,1.3589,1.3653,1.3571
07/01/2014,1.3616,1.3627,1.3657,1.3596
08/01/2014,1.3575,1.3617,1.3636,1.3554
09/01/2014,1.3609,1.3577,1.3636,1.355
10/01/2014,1.367,1.3609,1.3689,1.3577
13/01/2014,1.3672,1.3669,1.3685,1.3637
14/01/2014,1.3679,1.367,1.3699,1.3648
15/01/2014,1.3605,1.368,1.3684,1.3582
16/01/2014,1.362,1.3604,1.365,1.3582
17/01/2014,1.3541,1.362,1.3623,1.3517
20/01/2014,1.3552,1.3543,1.357,1.3508
21/01/2014,1.3561,1.3552,1.3571,1.3518
22/01/2014,1.3548,1.3559,1.3584,1.3535
23/01/2014,1.3695,1.3547,1.3699,1.353
24/01/2014,1.3678,1.3697,1.3741,1.3665
27/01/2014,1.3672,1.3677,1.3718,1.3654
28/01/2014,1.3669,1.3673,1.3689,1.3629
29/01/2014,1.3663,1.3668,1.3685,1.3603
30/01/2014,1.3556,1.3662,1.3666,1.3543
31/01/2014,1.3487,1.3557,1.357,1.348
03/02/2014,1.3525,1.3493,1.3536,1.3476
04/02/2014,1.3519,1.3525,1.3539,1.3494
05/02/2014,1.3533,1.3519,1.3555,1.3498
06/02/2014,1.359,1.3533,1.3621,1.3485
07/02/2014,1.3635,1.359,1.3642,1.3553
10/02/2014,1.3647,1.3634,1.3653,1.3609
11/02/2014,1.3639,1.3648,1.3686,1.3631
12/02/2014,1.3594,1.3639,1.3655,1.3563
13/02/2014,1.3681,1.3594,1.3694,1.3586
14/02/2014,1.3693,1.3681,1.3718,1.3674
17/02/2014,1.3708,1.3688,1.3725,1.3687
18/02/2014,1.3758,1.3706,1.377,1.3694
19/02/2014,1.3733,1.3757,1.3774,1.3724
20/02/2014,1.3718,1.3733,1.3763,1.3685
21/02/2014,1.374,1.372,1.376,1.3704
24/02/2014,1.3735,1.3735,1.377,1.3708
25/02/2014,1.3746,1.3735,1.3767,1.3714
26/02/2014,1.3688,1.3744,1.3758,1.3661
27/02/2014,1.3709,1.3687,1.3727,1.3642
28/02/2014,1.3803,1.3708,1.3824,1.3693
03/03/2014,1.3735,1.3786,1.3793,1.3725
04/03/2014,1.3744,1.3735,1.3782,1.372
05/03/2014,1.3733,1.3742,1.3746,1.3706
06/03/2014,1.3861,1.3734,1.3874,1.3723
07/03/2014,1.3878,1.386,1.3917,1.3854
10/03/2014,1.3877,1.3875,1.3898,1.3861
11/03/2014,1.3859,1.3874,1.388,1.3832
12/03/2014,1.3904,1.3859,1.3914,1.3841
13/03/2014,1.3869,1.3903,1.3968,1.3844
14/03/2014,1.3914,1.3866,1.3937,1.3847
17/03/2014,1.3922,1.3911,1.3949,1.3879
18/03/2014,1.3934,1.3921,1.3942,1.388
19/03/2014,1.3833,1.3933,1.3935,1.3809
20/03/2014,1.3779,1.3832,1.3845,1.3749
21/03/2014,1.3794,1.3779,1.3813,1.3767
24/03/2014,1.3839,1.3792,1.3876,1.376
25/03/2014,1.3827,1.3839,1.3848,1.375
26/03/2014,1.3783,1.3827,1.3829,1.3777
27/03/2014,1.374,1.3781,1.3798,1.3729
28/03/2014,1.3753,1.374,1.3773,1.3705
31/03/2014,1.3771,1.3755,1.3807,1.3734
01/04/2014,1.3794,1.3769,1.3817,1.3767
02/04/2014,1.3767,1.3792,1.3821,1.3752
03/04/2014,1.372,1.3768,1.3807,1.3699
04/04/2014,1.3703,1.3719,1.3732,1.3672
07/04/2014,1.3741,1.3696,1.3749,1.3689
08/04/2014,1.3796,1.3741,1.3813,1.3737
09/04/2014,1.3855,1.3794,1.3862,1.3779
10/04/2014,1.3888,1.3855,1.3899,1.3835
11/04/2014,1.3885,1.3888,1.3907,1.3864
14/04/2014,1.3821,1.3839,1.3866,1.381
15/04/2014,1.3814,1.3821,1.3835,1.379
16/04/2014,1.3816,1.3814,1.3852,1.3804
17/04/2014,1.3815,1.3816,1.3866,1.381
18/04/2014,1.3815,1.3814,1.3825,1.3808
21/04/2014,1.3792,1.3809,1.3832,1.3786
22/04/2014,1.3805,1.3794,1.3826,1.3785
23/04/2014,1.3817,1.3805,1.3855,1.38
24/04/2014,1.3832,1.3819,1.3843,1.3792
25/04/2014,1.3833,1.3832,1.385,1.3826
28/04/2014,1.385,1.3834,1.388,1.3814
29/04/2014,1.3812,1.3849,1.3879,1.3805
30/04/2014,1.3868,1.3813,1.3878,1.3777
01/05/2014,1.387,1.3866,1.3889,1.3861
02/05/2014,1.387,1.3868,1.3881,1.3811
05/05/2014,1.3876,1.3872,1.3892,1.3865
06/05/2014,1.3928,1.3875,1.3952,1.3869
07/05/2014,1.3912,1.3928,1.394,1.391
08/05/2014,1.3841,1.3911,1.3993,1.3832
